sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible
1,June,2021,25-29,Moderna,0,198,198,198,198,198,198,198,198,198,198,198,0,0,0,0,0,0,0,0,0,0,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48,0,0,680486.48
1,January,2021,50-59,Pfizer,0,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15
1,February,2021,50-59,Pfizer,0,311,311,311,311,311,311,311,311,311,311,311,0,0,0,0,0,0,0,0,0,0,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76,0,0,433235.76
1,March,2021,50-59,Pfizer,0,610,610,610,610,610,610,610,610,610,610,610,0,0,0,0,0,0,0,0,0,0,0,0,220879.22,0,0,220879.22,0,0,220879.22,0,0,220879.22,0,0,220879.22,0,0,220879.22,0,0,220879.22,0,0,220879.22,0,0,220879.22,0,0,220879.22
1,April,2021,50-59,Pfizer,0,713,713,713,713,713,713,713,713,713,713,713,0,0,0,0,0,0,0,0,0,0,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971,0,0,188971
0,June,2021,30-39,Pfizer,0,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,0,0,0,0,0,0,0,0,0,0,0,0,75694.56,0,0,75694.56,0,0,75694.56,0,0,75694.56,0,0,75694.56,0,0,75694.56,0,0,75694.56,0,0,75694.56,0,0,75694.56,0,0,75694.56
0,February,2021,50-59,AstraZeneca,0,122,122,122,122,122,122,122,122,122,122,122,0,0,0,0,0,0,0,0,0,0,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08,0,0,1104396.08
0,March,2021,50-59,AstraZeneca,0,896,896,896,896,896,896,896,896,896,896,896,0,0,0,0,0,0,0,0,0,0,0,0,150375.36,0,0,150375.36,0,0,150375.36,0,0,150375.36,0,0,150375.36,0,0,150375.36,0,0,150375.36,0,0,150375.36,0,0,150375.36,0,0,150375.36
0,April,2021,50-59,AstraZeneca,0,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,1064,0,0,0,0,0,0,0,0,0,0,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88,0,0,126631.88
0,May,2021,50-59,AstraZeneca,0,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,1138,0,0,0,0,0,0,0,0,0,0,0,0,118397.47,0,0,118397.47,0,0,118397.47,0,0,118397.47,0,0,118397.47,0,0,118397.47,0,0,118397.47,0,0,118397.47,0,0,118397.47,0,0,118397.47
0,June,2021,50-59,AstraZeneca,0,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,0,0,0,0,0,0,0,0,0,0,0,0,97918.84,0,0,97918.84,0,0,97918.84,0,0,97918.84,0,0,97918.84,0,0,97918.84,0,0,97918.84,0,0,97918.84,0,0,97918.84,0,0,97918.84
1,March,2021,50-59,AstraZeneca,0,625,625,625,625,625,625,625,625,625,625,625,0,0,0,0,0,0,0,0,0,0,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12
1,April,2021,50-59,AstraZeneca,0,744,744,744,744,744,744,744,744,744,744,744,0,0,0,0,0,0,0,0,0,0,0,0,181097.21,0,0,181097.21,0,0,181097.21,0,0,181097.21,0,0,181097.21,0,0,181097.21,0,0,181097.21,0,0,181097.21,0,0,181097.21,0,0,181097.21
1,May,2021,50-59,AstraZeneca,0,853,853,853,853,853,853,853,853,853,853,853,0,0,0,0,0,0,0,0,0,0,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83,0,0,157955.83
1,June,2021,50-59,AstraZeneca,0,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045,0,0,0,0,0,0,0,0,0,0,0,0,128934.28,0,0,128934.28,0,0,128934.28,0,0,128934.28,0,0,128934.28,0,0,128934.28,0,0,128934.28,0,0,128934.28,0,0,128934.28,0,0,128934.28
0,May,2021,18-24,Moderna,0,176,176,176,176,176,176,176,176,176,176,176,0,0,0,0,0,0,0,0,0,0,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28,0,0,765547.28
0,May,2021,30-39,Pfizer,0,778,778,778,778,778,778,778,778,778,778,778,0,0,0,0,0,0,0,0,0,0,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93
1,June,2021,70-79,J&J,0,345,345,345,345,345,345,345,345,345,345,345,0,0,0,0,0,0,0,0,0,0,0,0,390540.06,0,0,390540.06,0,0,390540.06,0,0,390540.06,0,0,390540.06,0,0,390540.06,0,0,390540.06,0,0,390540.06,0,0,390540.06,0,0,390540.06
0,March,2021,40-49,AstraZeneca,0,997,997,997,997,997,997,997,997,997,997,997,0,0,0,0,0,0,0,0,0,0,0,0,135141.75,0,0,135141.75,0,0,135141.75,0,0,135141.75,0,0,135141.75,0,0,135141.75,0,0,135141.75,0,0,135141.75,0,0,135141.75,0,0,135141.75
0,April,2021,40-49,AstraZeneca,0,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,0,0,0,0,0,0,0,0,0,0,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24,0,0,111907.24
0,May,2021,40-49,AstraZeneca,0,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,1265,0,0,0,0,0,0,0,0,0,0,0,0,106510.93,0,0,106510.93,0,0,106510.93,0,0,106510.93,0,0,106510.93,0,0,106510.93,0,0,106510.93,0,0,106510.93,0,0,106510.93,0,0,106510.93
0,June,2021,40-49,AstraZeneca,0,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,0,0,0,0,0,0,0,0,0,0,0,0,100474.51,0,0,100474.51,0,0,100474.51,0,0,100474.51,0,0,100474.51,0,0,100474.51,0,0,100474.51,0,0,100474.51,0,0,100474.51,0,0,100474.51
1,March,2021,60-69,Moderna,0,153,153,153,153,153,153,153,153,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56,0,0,880629.56
0,May,2021,40-49,Pfizer,1,132,132,132,132,132,132,132,132,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71,0,0,1020729.71
0,June,2021,40-49,Pfizer,1,242,242,242,242,242,242,242,242,242,242,242,0,0,0,0,0,0,0,0,0,0,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66,0,0,556761.66
0,May,2021,60-69,J&J,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03,0,0,67368161.03
0,June,2021,60-69,J&J,1,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43,0,0,2041459.43
0,February,2021,80+,Pfizer,0,230,230,230,230,230,230,230,230,230,230,230,0,0,0,0,0,0,0,0,0,0,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1
1,June,2021,50-59,Moderna,0,1395,1395,1395,1395,1395,1395,1395,1371,1395,1395,1395,0,0,0,0,0,0,0,0,0,0,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,96585.18,0,0,98275.95,0,0,96585.18,0,0,96585.18,0,0,96585.18
0,March,2021,60-69,AstraZeneca,0,179,179,179,179,179,179,179,179,179,179,179,0,0,0,0,0,0,0,0,0,0,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88,0,0,752716.88
0,April,2021,60-69,AstraZeneca,0,439,439,439,439,439,439,439,439,439,439,439,0,0,0,0,0,0,0,0,0,0,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45,0,0,306916.45
0,February,2021,25-29,Pfizer,0,166,166,166,166,166,166,166,166,166,166,166,0,0,0,0,0,0,0,0,0,0,0,0,811664.59,0,0,811664.59,0,0,811664.59,0,0,811664.59,0,0,811664.59,0,0,811664.59,0,0,811664.59,0,0,811664.59,0,0,811664.59,0,0,811664.59
0,March,2021,25-29,Pfizer,0,310,310,310,310,310,310,310,310,310,310,310,0,0,0,0,0,0,0,0,0,0,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3,0,0,434633.3
0,April,2021,25-29,Pfizer,0,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07,0,0,449121.07
0,May,2021,25-29,Pfizer,0,341,341,341,341,341,341,341,341,341,341,341,0,0,0,0,0,0,0,0,0,0,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18,0,0,395121.18
0,June,2021,25-29,Pfizer,0,541,541,541,541,541,541,541,541,541,541,541,0,0,0,0,0,0,0,0,0,0,0,0,249050.5,0,0,249050.5,0,0,249050.5,0,0,249050.5,0,0,249050.5,0,0,249050.5,0,0,249050.5,0,0,249050.5,0,0,249050.5,0,0,249050.5
0,April,2021,50-59,AstraZeneca,1,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28
0,May,2021,50-59,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,June,2021,50-59,AstraZeneca,1,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,June,2021,12-17,Pfizer,0,178,178,178,178,178,178,178,178,178,178,178,0,0,0,0,0,0,0,0,0,0,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63,0,0,756945.63
0,April,2021,40-49,Pfizer,0,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,0,0,0,0,0,0,0,0,0,0,0,0,109186.65,0,0,109186.65,0,0,109186.65,0,0,109186.65,0,0,109186.65,0,0,109186.65,0,0,109186.65,0,0,109186.65,0,0,109186.65,0,0,109186.65
0,May,2021,40-49,Pfizer,0,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,1696,0,0,0,0,0,0,0,0,0,0,0,0,79443.59,0,0,79443.59,0,0,79443.59,0,0,79443.59,0,0,79443.59,0,0,79443.59,0,0,79443.59,0,0,79443.59,0,0,79443.59,0,0,79443.59
0,January,2021,60-69,Pfizer,0,181,181,181,181,181,181,181,181,181,181,181,0,0,0,0,0,0,0,0,0,0,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57
0,February,2021,60-69,Pfizer,0,353,353,353,353,353,353,353,353,353,353,353,0,0,0,0,0,0,0,0,0,0,0,0,381689.3,0,0,381689.3,0,0,381689.3,0,0,381689.3,0,0,381689.3,0,0,381689.3,0,0,381689.3,0,0,381689.3,0,0,381689.3,0,0,381689.3
0,March,2021,60-69,Pfizer,0,532,532,532,532,532,532,532,532,532,532,532,0,0,0,0,0,0,0,0,0,0,0,0,253263.76,0,0,253263.76,0,0,253263.76,0,0,253263.76,0,0,253263.76,0,0,253263.76,0,0,253263.76,0,0,253263.76,0,0,253263.76,0,0,253263.76
0,April,2021,60-69,Pfizer,0,625,625,625,625,625,625,625,625,625,625,625,0,0,0,0,0,0,0,0,0,0,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12,0,0,215578.12
0,June,2021,60-69,J&J,0,778,778,778,778,778,778,778,778,778,778,778,0,0,0,0,0,0,0,0,0,0,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93,0,0,173182.93
1,May,2021,60-69,J&J,0,171,171,171,171,171,171,171,171,171,171,171,0,0,0,0,0,0,0,0,0,0,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71,0,0,787931.71
1,June,2021,60-69,J&J,0,598,598,598,598,598,598,598,598,598,598,598,0,0,0,0,0,0,0,0,0,0,0,0,225311.58,0,0,225311.58,0,0,225311.58,0,0,225311.58,0,0,225311.58,0,0,225311.58,0,0,225311.58,0,0,225311.58,0,0,225311.58,0,0,225311.58
0,February,2021,40-49,AstraZeneca,0,225,225,225,225,225,225,225,225,225,225,225,0,0,0,0,0,0,0,0,0,0,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1,0,0,598828.1
0,March,2021,50-59,Moderna,0,81,81,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,0,0,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38,0,0,1663411.38
0,April,2021,50-59,Moderna,0,269,269,269,269,269,269,269,269,269,269,269,0,0,0,0,0,0,0,0,0,0,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52,0,0,500878.52
0,May,2021,50-59,Moderna,0,630,630,630,630,630,630,630,630,630,630,630,0,0,0,0,0,0,0,0,0,0,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18,0,0,213867.18
0,June,2021,50-59,Moderna,0,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,0,0,0,0,0,0,0,0,0,0,0,0,95354.79,0,0,95354.79,0,0,95354.79,0,0,95354.79,0,0,95354.79,0,0,95354.79,0,0,95354.79,0,0,95354.79,0,0,95354.79,0,0,95354.79
0,February,2021,25-29,AstraZeneca,0,73,73,73,73,73,73,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04
0,March,2021,25-29,AstraZeneca,0,271,271,271,271,271,271,271,271,271,271,271,0,0,0,0,0,0,0,0,0,0,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182,0,0,497182
0,April,2021,25-29,AstraZeneca,0,313,313,313,313,313,313,313,313,313,313,313,0,0,0,0,0,0,0,0,0,0,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48,0,0,430467.48
0,May,2021,25-29,AstraZeneca,0,333,333,333,333,333,333,333,333,333,333,333,0,0,0,0,0,0,0,0,0,0,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58,0,0,404613.58
0,June,2021,25-29,AstraZeneca,0,330,330,330,330,330,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89
0,June,2021,25-29,Pfizer,1,37,37,37,37,37,37,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22,0,0,3641522.22
0,May,2021,18-24,Pfizer,0,172,172,172,172,172,172,172,172,172,172,172,0,0,0,0,0,0,0,0,0,0,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71,0,0,783350.71
0,March,2021,30-39,Moderna,0,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84,0,0,11228026.84
0,April,2021,30-39,Moderna,0,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,May,2021,30-39,Moderna,0,160,160,160,160,160,160,160,160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01,0,0,842102.01
1,June,2021,12-17,Pfizer,0,121,121,121,121,121,121,121,121,121,121,121,0,0,0,0,0,0,0,0,0,0,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32,0,0,1113523.32
0,February,2021,40-49,Pfizer,0,660,660,660,660,660,660,660,660,660,660,660,0,0,0,0,0,0,0,0,0,0,0,0,204145.94,0,0,204145.94,0,0,204145.94,0,0,204145.94,0,0,204145.94,0,0,204145.94,0,0,204145.94,0,0,204145.94,0,0,204145.94,0,0,204145.94
0,March,2021,40-49,Pfizer,0,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,1164,0,0,0,0,0,0,0,0,0,0,0,0,115752.85,0,0,115752.85,0,0,115752.85,0,0,115752.85,0,0,115752.85,0,0,115752.85,0,0,115752.85,0,0,115752.85,0,0,115752.85,0,0,115752.85
1,March,2021,40-49,Pfizer,0,246,246,246,246,246,246,246,246,246,246,246,0,0,0,0,0,0,0,0,0,0,0,0,547708.63,0,0,547708.63,0,0,547708.63,0,0,547708.63,0,0,547708.63,0,0,547708.63,0,0,547708.63,0,0,547708.63,0,0,547708.63,0,0,547708.63
1,April,2021,40-49,Pfizer,0,330,330,330,330,330,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89,0,0,408291.89
1,May,2021,40-49,Pfizer,0,681,681,681,681,681,681,681,673,681,681,681,0,0,0,0,0,0,0,0,0,0,0,0,197850.69,0,0,197850.69,0,0,197850.69,0,0,197850.69,0,0,197850.69,0,0,197850.69,0,0,200202.56,0,0,197850.69,0,0,197850.69,0,0,197850.69
0,January,2021,30-39,Pfizer,0,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59
0,February,2021,30-39,Pfizer,0,281,281,281,281,281,281,281,281,281,281,281,0,0,0,0,0,0,0,0,0,0,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69,0,0,479488.69
0,March,2021,30-39,Pfizer,0,560,560,560,560,560,560,560,560,560,560,560,0,0,0,0,0,0,0,0,0,0,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58,0,0,240600.58
0,April,2021,30-39,Pfizer,0,604,604,604,604,604,604,604,604,604,604,604,0,0,0,0,0,0,0,0,0,0,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38,0,0,223073.38
1,May,2021,50-59,Moderna,0,670,670,670,670,670,670,670,670,670,670,670,0,0,0,0,0,0,0,0,0,0,0,0,201098.99,0,0,201098.99,0,0,201098.99,0,0,201098.99,0,0,201098.99,0,0,201098.99,0,0,201098.99,0,0,201098.99,0,0,201098.99,0,0,201098.99
0,April,2021,30-39,AstraZeneca,0,479,479,479,479,479,479,479,479,479,479,479,0,0,0,0,0,0,0,0,0,0,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68,0,0,281286.68
1,March,2021,30-39,AstraZeneca,0,195,195,195,195,195,195,195,195,195,195,195,0,0,0,0,0,0,0,0,0,0,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5,0,0,690955.5
1,April,2021,30-39,AstraZeneca,0,213,213,213,213,213,213,213,213,213,213,213,0,0,0,0,0,0,0,0,0,0,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89,0,0,632564.89
1,May,2021,30-39,AstraZeneca,0,218,218,218,218,218,218,218,218,218,218,218,0,0,0,0,0,0,0,0,0,0,0,0,618056.52,0,0,618056.52,0,0,618056.52,0,0,618056.52,0,0,618056.52,0,0,618056.52,0,0,618056.52,0,0,618056.52,0,0,618056.52,0,0,618056.52
1,June,2021,30-39,AstraZeneca,0,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34
1,February,2021,40-49,Pfizer,0,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95,0,0,1360972.95
0,January,2021,40-49,Pfizer,0,262,262,262,262,262,262,262,262,262,262,262,0,0,0,0,0,0,0,0,0,0,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77,0,0,514260.77
0,February,2021,30-39,AstraZeneca,0,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44,0,0,2694726.44
1,May,2021,25-29,Pfizer,0,141,141,141,141,141,141,141,141,141,141,141,0,0,0,0,0,0,0,0,0,0,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75,0,0,955576.75
1,March,2021,70-79,Moderna,0,128,128,128,128,128,128,128,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52,0,0,1052627.52
1,April,2021,70-79,Moderna,0,701,701,701,701,701,701,701,701,701,701,701,0,0,0,0,0,0,0,0,0,0,0,0,192205.88,0,0,192205.88,0,0,192205.88,0,0,192205.88,0,0,192205.88,0,0,192205.88,0,0,192205.88,0,0,192205.88,0,0,192205.88,0,0,192205.88
